Status,Source Page,Source Row,Association,Challenge Name,OCR Name,OCR Association,Start Date,End Date,Golfers,Ranked Golfers,Scores Posted,Metric Source
Completed,9,18,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ..,2026-06-01,2026-08-14,180,56,446,full-page OCR | full-page OCR | full-page OCR
Completed,9,19,Rochester District Golf Association,RDGA October Blue Heron Challenge,RDGA October Blue Heron Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,14,4,36,full-page OCR | full-page OCR | full-page OCR
Completed,9,20,Louisiana Golf Association,Frasch Park GC Challenge,Frasch Park GC Challenge,Louisiana Golf Association,2026-05-15,2026-06-15,33,14,121,full-page OCR | full-page OCR | full-page OCR
Completed,9,21,Idaho Golf Association,North/South Challenge,West/South Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,11,2,22,full-page OCR | full-page OCR | full-page OCR
Completed,9,22,Alabama Golf Association,Vanity Fair Golf & Tennis Club Challenge,Vanity Fair Golf & Tennis Club Challenge,Alabama Golf Association,2026-03-03,2026-05-31,3,2,12,full-page OCR | full-page OCR | full-page OCR
Completed,9,23,Carolinas Golf Association,Glen Dornoch Challenge,Glen Dornoch Challenge,Carolinas Golf Association,2026-06-01,2026-06-30,57,10,77,full-page OCR | full-page OCR | full-page OCR
Completed,9,24,Virginia State Golf Association,Gauntlet Golf Club Challenge,Gauntlet Golf Club Challenge,Virginia State Golf Association,2025-10-24,2025-11-14,29,13,76,full-page OCR | full-page OCR | full-page OCR
Completed,9,25,Nevada Golf,WAUBEEKA GOLF LINKS Challenge,WAUBEEKA GOLF LINKS Challenge,Mass Golf,2025-10-15,2025-11-14,13,5,36,full-page OCR | full-page OCR | full-page OCR
Completed,10,1,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ...,2026-06-01,2026-08-14,109,10,170,full-page OCR | full-page OCR | full-page OCR
Completed,10,2,Montana State Golf Association,2026 GHIN Challenge @ Pine Ridge Golf Cc...,2026 GHIN Challenge @ Pine Ridge GolfC..,Montana State Golf Association,2026-05-01,2026-05-31,2,1,5,full-page OCR | full-page OCR | corrected detail
Completed,10,3,Metropolitan Golf Association,IGA Spring Challenge - Bent Tree,IGA Spring Challenge - Bent Tree,lowa Golf Association,2026-04-15,2026-05-15,55,16,154,full-page OCR | full-page OCR | full-page OCR
Completed,10,4,Iowa Golf Association,IGA Spring Challenge - Jester Park,IGA Spring Challenge - Jester Park,lowa Golf Association,2026-04-15,2026-05-15,77,35,246,full-page OCR | full-page OCR | full-page OCR
Completed,10,5,Alabama Golf Association,Atmore Country Club Challenge,Atmore Country_Club Challenge,Alabama Golf Association,2026-04-01,2026-05-31,2,0,2,full-page OCR | corrected detail | full-page OCR
Completed,10,6,Idaho Golf Association,Highland Golf Course Challenge,Circling Hills Golf Course Challenge,Greater Cincinnati Golf Associa…,2026-05-01,2026-07-31,30,5,52,full-page OCR | full-page OCR | full-page OCR
Completed,10,7,Montana State Golf Association,MSGA Challenge - Polson Bay GC Champ 18,MSGA Challenge - Polson Bay_GC Champ 18,Montana State Golf Association,2025-10-06,2025-10-31,22,17,101,full-page OCR | full-page OCR | full-page OCR
Completed,10,8,Texas Golf Association,"Alamo City Golf Trail, Brackenridge Golf Co...","Alamo City Golf Trail, Brackenridge Golf C...",Texas Golf Association,2025-11-01,2025-11-30,62,6,70,full-page OCR | corrected detail | full-page OCR
Completed,10,9,New Jersey Golf,Sunset Valley Golf Course Challenge,Sunset Valley Golf Course Challenge,New Jersey Golf,2025-10-18,2025-11-14,17,8,38,full-page OCR | full-page OCR | full-page OCR
Completed,10,10,New Jersey Golf,Rockleigh Golf Course Red/White Challenge,Rockleigh Golf Course Red/White Challenge,New Jersey Golf,2025-10-18,2025-11-14,10,0,7,full-page OCR | corrected detail | full-page OCR
Completed,10,11,Connecticut State Golf Association,Whitney Farms GC 2025 Season End Chall...,Whitney Farms GC 2025 Season End Chall...,Connecticut State Golf Associat..,2025-10-01,2025-11-14,42,25,175,full-page OCR | full-page OCR | full-page OCR
Completed,10,12,Iowa Golf Association,The Fall GHIN-Off at Hunters Ridge,The Fall GHIN-Off at Hunters Ridge,lowa Golf Association,2025-10-08,2025-10-31,22,11,64,full-page OCR | full-page OCR | full-page OCR
Completed,10,13,Louisiana Golf Association,Crooked Hollow Golf Club GHIN Challenge,Crooked Hollow Golf Club GHIN Challenge,Louisiana Golf Association,2025-10-09,2025-10-31,8,3,18,corrected detail | full-page OCR | full-page OCR
Completed,10,14,Alabama Golf Association,Timberline Golf Course Challenge,Timberline Golf Course Challenge,Alabama Golf Association,2025-10-01,2025-10-31,44,16,128,full-page OCR | full-page OCR | full-page OCR
Completed,10,15,Nebraska Golf Association,NebGolf Fall Challenge - Meadowlark Hills...,NebGolf Fall Challenge - Meadowlark Hills... Nebraska Golf Association,,2025-10-01,2025-10-31,22,5,42,full-page OCR | row-context OCR | full-page OCR
Completed,10,16,New Hampshire Golf,RDGA October Webster Challenge,RDGA October Webster Challenge,Rochester District Golf Associat…. 2025-10-01,,2025-10-31,32,22,150,full-page OCR | full-page OCR | full-page OCR
Completed,10,17,Nebraska Golf Association,NebGolf Fall Challenge - Platteview GC,NebGolf Fall Challenge - Platteview GC,Nebraska Golf Association,2025-10-01,2025-10-31,64,32,237,full-page OCR | full-page OCR | full-page OCR
Completed,10,18,Montana State Golf Association,2026 GHIN Challenge @ Mission Mountain...,2026 GHIN Challenge @ Mission Mountain..,Montana State Golf Association,2026-06-01,2026-06-30,6,2,9,full-page OCR | full-page OCR | corrected detail
Completed,10,19,Iowa Golf Association,IGA Spring Challenge - Glynns Creek,Peak/Plains Challenge,Colorado Golf Association,2026-07-06,2026-08-16,95,32,199,full-page OCR | full-page OCR | full-page OCR
Completed,10,20,Greater Cincinnati Golf Association,ClearCreek-the Practice Center Challenge,ClearCreek-The Practice Center Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,3,1,6,corrected detail | full-page OCR | full-page OCR
Completed,10,21,Montana State Golf Association,2026 GHIN Challenge @ River's Bend Golf...,2026 GHIN Challenge_@ River's Bend Golf …,Montana State Golf Association,2026-05-01,2026-05-31,3,0,3,full-page OCR | corrected detail | full-page OCR
Completed,10,22,Alabama Golf Association,Dunes/Lakes Challenge,Dunes/Lakes Challenge,Alabama Golf Association,2026-04-01,2026-05-31,1,0,1,full-page OCR | visual review | full-page OCR
Completed,10,23,South Dakota Golf Association,ELMWOOD GOLF COURSE Challenge,ELMWOOD GOLF COURSE Challenge,South Dakota Golf Association,2025-10-19,2025-10-31,30,9,58,full-page OCR | full-page OCR | full-page OCR
Completed,10,24,GAP,GAP Challenge - Win Prizes at Pitman,GAP Challenge - Win Prizes at Pitman,GAP,2025-10-16,2025-11-15,31,11,77,full-page OCR | full-page OCR | full-page OCR
Completed,10,25,Idaho Golf Association,Pierce Park Greens Challenge,LaFortune Park GC Challenge,Oklahoma Golf Association,2025-10-15,2025-11-30,30,7,53,full-page OCR | full-page OCR | full-page OCR
Completed,11,1,Montana State Golf Association,2026 GHIN Challenge @ Choteau Country...,2026 GHIN Challenge@ Choteau Country_.. Montana State Golf Association,,2026-05-01,2026-05-31,1,0,1,full-page OCR | corrected detail | full-page OCR
Completed,11,2,Idaho Golf Association,Freedom Course Challenge,Freedom Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,11,3,Florida State Golf Association,Rogers Park Golf Club Challenge,Rogers Park Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,16,0,13,full-page OCR | corrected detail | full-page OCR
Completed,11,4,Sun Country Amateur Golf Association,TAMAYA/CHEENA Challenge!,TAMAYA/CHEENA Challenge!,Sun Country Amateur Golf Asso….,2025-10-10,2025-10-17,17,0,7,full-page OCR | visual zero | full-page OCR
Completed,11,5,New Jersey Golf,Galloping Hill Challenge,Galloping Hill Challenge,New Jersey Golf,2025-10-18,2025-11-14,20,4,34,full-page OCR | full-page OCR | full-page OCR
Completed,11,6,Florida State Golf Association,Abacoa Golf Club Challenge,Abacoa Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,103,24,220,full-page OCR | full-page OCR | full-page OCR
Completed,11,7,Connecticut State Golf Association,Norwich GC 2025 Season End Challenge,Norwich GC 2025 Season End Challenge,Connecticut State Golf Associat…,2025-10-01,2025-11-14,37,20,186,full-page OCR | full-page OCR | full-page OCR
Completed,11,8,New Jersey Golf,Hendricks Field Golf Club Challenge,Hendricks Field Golf Club Challenge,New Jersey Golf,2025-10-18,2025-11-14,53,17,118,full-page OCR | full-page OCR | full-page OCR
Completed,11,9,Idaho Golf Association,Birch/Cedar Challenge,Rock Creek Golf Club Challenge,Alabama Golf Association,2026-06-01,2026-08-01,34,15,148,full-page OCR | full-page OCR | full-page OCR
Completed,11,10,New Jersey Golf,Howell Park Golf Course Challenge,Potters Park Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,9,1,15,full-page OCR | full-page OCR | full-page OCR
Completed,11,11,Rochester District Golf Association,RDGA October Ontario Challenge,RDGA October Ontario Challenge,Rochester District Golf Associat...,2025-10-01,2025-10-31,23,10,80,full-page OCR | full-page OCR | full-page OCR
Completed,11,12,Southern California Golf Association,Los Robles Greens Golf Course Challenge,Los Robles Greens Golf Course Challenge,Southern California Golf Associ….,2025-10-06,2025-10-31,75,9,105,full-page OCR | full-page OCR | full-page OCR
Completed,11,13,Southern California Golf Association,Olivas Links Challenge,Olivas Links Challenge,Southern California Golf Associ….,2025-10-06,2025-10-31,62,5,93,full-page OCR | full-page OCR | full-page OCR
Completed,11,14,Florida State Golf Association,Duran Golf Club Challenge,Duran Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,35,0,0,full-page OCR | corrected detail | corrected detail
Completed,11,15,Idaho Golf Association,Juniper Hills Country Club Challenge,Juniper Hills Country _Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,8,2,12,full-page OCR | full-page OCR | full-page OCR
Completed,11,16,Louisiana Golf Association,Crooked Hollow Golf Club Challenge #2,Crooked Hollow Golf Club Challenge #2,Louisiana Golf Association,2026-05-15,2026-06-15,11,6,28,full-page OCR | full-page OCR | full-page OCR
Completed,11,17,North Dakota Golf Association,Riverwood Golf Course Challenge,Riverwood Golf Course Challenge,North Dakota Golf Association,2026-06-08,2026-06-30,72,36,230,full-page OCR | full-page OCR | full-page OCR
Completed,11,18,Idaho Golf Association,Cedar/Aspen Challenge,Cedar/Aspen Challenge,Idaho Golf Association,2026-06-01,2026-06-30,1,0,1,full-page OCR | corrected detail | full-page OCR
Completed,11,19,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…..,2026-06-01,2026-08-14,146,61,458,full-page OCR | full-page OCR | full-page OCR
Completed,11,20,Idaho Golf Association,South/Middle Challenge,South/Middle Challenge,Idaho Golf Association,2026-06-01,2026-06-30,1,0,1,full-page OCR | corrected detail | full-page OCR
Completed,11,21,Idaho Golf Association,Jerome Country Club Challenge,Lakeview Country_Club Challenge,Alabama Golf Association,2026-06-01,2026-08-01,2,1,5,full-page OCR | full-page OCR | full-page OCR
Completed,11,22,Idaho Golf Association,Idaho Falls Country Club Challenge,Idaho Falls Country_Club Challenge,Idaho Golf Association,2026-06-01,2026-06-30,50,23,140,full-page OCR | full-page OCR | full-page OCR
Completed,11,23,Montana State Golf Association,2026 GHIN Challenge @ Exchange City Par...,2026 GHIN Challenge_@ Exchange City_Pa…,Montana State Golf Association,2026-05-01,2026-05-31,12,3,32,full-page OCR | full-page OCR | full-page OCR
Completed,11,24,Montana State Golf Association,2026 GHIN Challenge @ Cut Bank Golf & C...,2026 GHIN Challenge_@ Cut Bank Golf & C...,Montana State Golf Association,2026-06-01,2026-06-30,2,1,6,full-page OCR | full-page OCR | full-page OCR
Completed,11,25,Texas Golf Association,Grapevine Golf Course-Pecan/Mockingbird....,Grapevine Golf Course-Pecan/Mockingbird…,Texas Golf Association,2026-05-22,2026-08-19,185,93,978,full-page OCR | full-page OCR | full-page OCR
Completed,12,1,Idaho Golf Association,Council Greens Challenge,Council Greens Challenge,Idaho Golf Association,2026-06-01,2026-06-30,1,0,1,visual review | visual zero | full-page OCR
Completed,12,2,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ…,2026-06-01,2026-08-14,236,48,501,full-page OCR | full-page OCR | full-page OCR
Completed,12,3,Louisiana Golf Association,Chennault Park GC Challenge #2,Chennault Park GC Challenge &2,Louisiana Golf Association,2026-05-15,2026-06-15,11,2,18,full-page OCR | full-page OCR | full-page OCR
Completed,12,4,Iowa Golf Association,IGA Spring Challenge - Hunters Ridge,IGA Spring Challenge - Hunters Ridge,lowa Golf Association,2026-04-15,2026-05-15,36,12,94,full-page OCR | full-page OCR | full-page OCR
Completed,12,5,Montana State Golf Association,2026 GHIN Challenge @ Cottonwood Hills...,2026 GHIN Challenge_@ Stillwater Golf Co…,Montana State Golf Association|,2026-07-01,2026-07-31,16,4,27,full-page OCR | full-page OCR | full-page OCR
Completed,12,6,Greater Cincinnati Golf Association,Ridge & Lake Challenge,Ridge & Lake Challenge,Greater Cincinnati Golf Associa…,2026-05-01,2026-07-31,1,0,1,corrected detail | corrected detail | corrected detail
Completed,12,7,Greater Cincinnati Golf Association,Pioneer Challenge,Pioneer Challenge,Greater Cincinnati Golf Associa…,2026-05-01,2026-07-31,27,9,70,full-page OCR | full-page OCR | full-page OCR
Completed,12,8,Florida State Golf Association,Fox Hollow Golf Club Challenge,Fox Hollow Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,59,29,204,full-page OCR | full-page OCR | full-page OCR
Completed,12,9,Texas Golf Association,Firewheel at Garland-Old Course 2026 Su...,Firewheel at Garland-Old Course 2026 Su...,Texas Golf Association,2026-05-23,2026-08-20,146,50,357,full-page OCR | full-page OCR | full-page OCR
Completed,12,10,Montana State Golf Association,2026 GHIN Challenge @ Village Greens Go...,2026 GHIN Challenge @ Village Greens Go...,Montana State Golf Association,2026-05-01,2026-05-31,52,24,165,full-page OCR | full-page OCR | full-page OCR
Completed,12,11,Alabama Golf Association,Cross Creek Golf Course Challenge,Cross Creek Golf Course Challenge,Alabama Golf Association,2026-03-03,2026-05-31,32,13,88,full-page OCR | full-page OCR | full-page OCR
Completed,12,12,Iowa Golf Association,2026 Summer Showdown - The Ridge,2026 Summer Showdown - The Ridge,lowa Golf Association,2026-06-15,2026-07-15,54,31,226,full-page OCR | full-page OCR | full-page OCR
Completed,12,13,Alabama Golf Association,Prattville Country Club Challenge,Prattville Country Club Challenge,Alabama Golf Association,2026-03-03,2026-05-31,6,3,29,visual review | full-page OCR | full-page OCR
Completed,12,14,Central Links Golf,St. Andrews Golf Club Challenge,St. Andrews Golf Club Challenge,Central Links Golf,2026-04-09,2026-05-23,116,38,287,full-page OCR | full-page OCR | full-page OCR
Completed,12,15,Alabama Golf Association,Juniper Creek Golf Challenge,Juniper Creek Golf Challenge,Alabama Golf Association,2026-05-01,2026-06-30,3,1,6,full-page OCR | full-page OCR | full-page OCR
Completed,12,16,GAP,GAP GHIN Challenge at Makefield Highlands,GAP GHIN Challenge at Makefield Highlands,GAP,2026-07-01,2026-08-12,158,46,331,full-page OCR | full-page OCR | full-page OCR
Completed,12,17,Florida State Golf Association,Eagle Lakes Golf Club Challenge,Eagle Lakes Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,46,10,82,full-page OCR | full-page OCR | full-page OCR
Completed,12,18,Greater Cincinnati Golf Association,Devou Park Golf Course Challenge,Devou Park Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,14,1,14,full-page OCR | full-page OCR | full-page OCR
Completed,12,19,Idaho Golf Association,Country View Golf Course Challenge,Country View Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,3,0,3,corrected detail | corrected detail | full-page OCR
Completed,12,20,Idaho Golf Association,Challenge Course Challenge,Challenge Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,12,21,Greater Cincinnati Golf Association,Sharon Woods Golf Course Challenge,Sharon Woods Golf Course Challenge,Greater Cincinnati Golf Associa.,2026-05-01,2026-07-31,53,20,178,full-page OCR | full-page OCR | full-page OCR
Completed,12,22,Idaho Golf Association,South/West 2023 Challenge,Fairfield Greens South Trace Challenge,Greater Cincinnati Golf Associa..,2026-05-01,2026-07-31,14,9,60,full-page OCR | visual review | full-page OCR
Completed,12,23,Ohio Golf Association,Champions Golf Course Challenge,Champions Golf Course Challenge,Ohio Golf Association,2026-05-20,2026-06-10,30,2,22,full-page OCR | full-page OCR | full-page OCR
Completed,12,24,Carolinas Golf Association,Carolina Lakes GC Challenge,Carolina Lakes GC Challenge,Carolinas Golf Association,2026-07-01,2026-07-31,44,16,119,full-page OCR | full-page OCR | full-page OCR
Completed,12,25,Texas Golf Association,"Tenison Park Golf Course, Summer 2026 1H...","Tenison Park Golf Course, Summer 2026 H...",Texas Golf Association,2026-05-15,2026-08-12,225,73,684,full-page OCR | full-page OCR | full-page OCR
Completed,13,1,Iowa Golf Association,IGA Spring Challenge - Glynns Creek,IGA Spring Challenge - Glynns Creek,lowa Golf Association,2026-04-15,2026-05-15,32,13,128,full-page OCR | full-page OCR | full-page OCR
Completed,13,2,Idaho Golf Association,Teton Reserve Challenge,Teton Reserve Challenge,Idaho Golf Association,2026-06-01,2026-06-30,29,17,88,full-page OCR | full-page OCR | full-page OCR
Completed,13,3,Southern California Golf Association,SCGA Summer Challenge'26,SCGA Summer Challenge '26,Southern California Golf Associ.,2026-06-01,2026-08-14,112,39,293,full-page OCR | full-page OCR | full-page OCR
Completed,13,4,Alabama Golf Association,Aroostook Golf Course Challenge,Aroostook Golf Course Challenge,Alabama Golf Association,2026-03-03,2026-05-31,10,3,33,full-page OCR | full-page OCR | full-page OCR
Completed,13,5,Alabama Golf Association,Redmont Recreation Club Challenge,Redmont Recreation Club Challenge,Alabama Golf Association,2026-04-01,2026-05-31,2,2,7,full-page OCR | full-page OCR | full-page OCR
Completed,13,6,Idaho Golf Association,Journey's End Golf Course Challenge,Journey's End Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,2,6,full-page OCR | full-page OCR | full-page OCR
Completed,13,7,Florida State Golf Association,Jacksonville Beach Golf Club Challenge,Jacksonville Beach Golf Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,143,48,362,full-page OCR | full-page OCR | full-page OCR
Completed,13,8,Georgia State Golf Association,Chattahoochee Golf Club Challenge,Harmon Golf Club Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,5,1,11,full-page OCR | full-page OCR | full-page OCR
Completed,13,9,Central Links Golf,Minor Park Golf Course Challenge,Minor Park Golf Course Challenge,Central Links Golf,2026-04-09,2026-05-23,30,6,69,full-page OCR | full-page OCR | full-page OCR
Completed,13,10,Georgia State Golf Association,Cobblestone Golf Course Challenge,Eagles Nest Golf Course Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,4,1,7,full-page OCR | full-page OCR | visual review
Completed,13,11,Idaho Golf Association,Middle/North Challenge,London Downs Golf Course Challenge,Virginia State Golf Association,2026-07-01,2026-07-31,39,21,150,full-page OCR | full-page OCR | full-page OCR
Completed,13,12,Southern California Golf Association,SCGA Summer Challenge'26,SCGA Summer Challenge '26,Southern California Golf Associ..,2026-06-01,2026-08-14,210,75,692,full-page OCR | full-page OCR | full-page OCR
Completed,13,13,Southern California Golf Association,SCGA Summer Challenge '26,SCGA Summer Challenge '26,Southern California Golf Associ...,2026-06-01,2026-08-14,218,80,770,full-page OCR | full-page OCR | full-page OCR
Completed,13,14,Idaho Golf Association,Caribou Highlands Golf Course Challenge,Caribou Highlands Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,0,0,full-page OCR | corrected detail | corrected detail
Completed,13,15,Idaho Golf Association,Wee Nine Challenge,Wee Nine Challengg,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,13,16,Rochester District Golf Association,2026 RDGA Webster Challenge,2026 RDGA Webster Challenge,Rochester District Golf Associat…..,2026-06-01,2026-08-15,99,61,868,full-page OCR | full-page OCR | full-page OCR
Completed,13,17,Idaho Golf Association,Jug Mountain Ranch Challenge,Jug Mountain Ranch Challenge,Idaho Golf Association,2026-06-01,2026-06-30,33,11,99,full-page OCR | full-page OCR | full-page OCR
Completed,13,18,South Dakota Golf Association,FISH LAKE CC Challenge - 1st Place $25 Gi...,FISH LAKE CC Challenge - 1st Place $25 Gi...,South Dakota Golf Association,2026-05-20,2026-06-27,6,4,16,full-page OCR | row-context OCR | full-page OCR
Completed,13,19,GAP,GAP GHIN Challenge at Broad Run Golfer's...,GAP GHIN Challenge at Broad Run Golfer's..,GAP,2026-04-01,2026-05-17,106,20,287,full-page OCR | full-page OCR | full-page OCR
Completed,13,20,Montana State Golf Association,2026 GHIN Challenge @ Eaglerock Golf Co...,2026 GHIN Challenge_@ Rock Creek Cattl.,Montana State Golf Association,2026-07-01,2026-07-31,39,19,135,full-page OCR | full-page OCR | full-page OCR
Completed,13,21,Idaho Golf Association,Riverside Golf Course Challenge,Riverside Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,49,19,138,full-page OCR | full-page OCR | full-page OCR
Completed,13,22,Carolinas Golf Association,Midland valley Golf Club Challenge,Midland Valley Golf Club Challenge,Carolinas Golf Association,2026-05-01,2026-05-31,67,27,183,full-page OCR | full-page OCR | full-page OCR
Completed,13,23,Texas Golf Association,The Rawls Course at Texas Tech Challenge-...__,The Rawls Course at Texas Tech Challenge:...,Texas Golf Association,2026-04-01,2026-04-30,76,31,216,full-page OCR | full-page OCR | full-page OCR
Completed,13,24,Louisiana Golf Association,Timberlane G&RC Challenge #2,Timberlane G&RC Challenge #2,Louisiana Golf Association,2026-05-15,2026-06-15,9,3,28,corrected detail | full-page OCR | full-page OCR
Completed,13,25,Idaho Golf Association,Centennial Golf Club Challenge,Virginia Beach National Golf Club Challenge,Virginia State Golf Association,2026-07-01,2026-07-31,117,47,339,full-page OCR | full-page OCR | full-page OCR
Completed,14,1,Idaho Golf Association,BanBury Golf Course Challenge,BanBury_Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,79,28,183,full-page OCR | full-page OCR | full-page OCR
Completed,14,2,Montana State Golf Association,2026 GHIN Challenge @ Town & Country C..._,2026 GHIN Challenge_@ Town & Country C,Montana State Golf Association,2026-05-01,2026-05-31,22,7,51,full-page OCR | full-page OCR | full-page OCR
Completed,14,3,Ohio Golf Association,Airport Golf Course Challenge,Cascade Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,0,2,full-page OCR | visual review | full-page OCR
Completed,14,4,Central Links Golf,Sand Creek Station Golf Course Challenge,Sand Creek Station Golf Course Challenge,Central Links Golf,2026-04-09,2026-05-23,33,8,54,full-page OCR | corrected detail | full-page OCR
Completed,14,5,Carolinas Golf Association,Bryan Park - Champions Course Challenge,Bryan Park - Champions Course Challenge,Carolinas Golf Association,2026-06-01,2026-06-30,84,13,113,full-page OCR | full-page OCR | full-page OCR
Completed,14,6,Idaho Golf Association,Pierce Park Greens Challenge,Pierce Park Greens Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,14,7,Nebraska Golf Association,Glenross GC Challenge,Glenross GC Challenge,Ohio Golf Association,2026-05-20,2026-06-10,39,7,58,full-page OCR | full-page OCR | full-page OCR
Completed,14,8,Texas Golf Association,Grey Rock Golf Club 2026 Summer Challe...,Grey Rock Golf Club 2026 Summer Challe…..,Texas Golf Association,2026-05-15,2026-08-12,180,99,985,full-page OCR | full-page OCR | full-page OCR
Completed,14,9,Idaho Golf Association,Whitetail Golf Club Challenge,Ballantrae Golf Club Challenge,Alabama Golf Association,2026-06-01,2026-08-01,85,36,375,full-page OCR | full-page OCR | full-page OCR
Completed,14,10,Montana State Golf Association,2026 GHIN Challenge @ Sunnyside Countr..._,2026 GHIN Challenge_@ Sunnyside Count..,Montana State Golf Association,2026-05-01,2026-05-31,14,2,17,full-page OCR | full-page OCR | full-page OCR
Completed,14,11,Idaho Golf Association,Chimney Rock Golf Course Challenge,Chimney Rock Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,3,2,10,full-page OCR | full-page OCR | full-page OCR
Completed,14,12,Greater Cincinnati Golf Association,Woodlands/Meadows Challenge,Woodlands/Meadows Challenge,Greater Cincinnati Golf Associa….,2026-05-01,2026-07-31,0,0,7,corrected detail | corrected detail | full-page OCR
Completed,14,13,Golf Association of Michigan,White/Blue Challenge,White/Blue Challenge,Greater Cincinnati Golf Associa….,2026-05-01,2026-07-31,18,3,25,full-page OCR | row-context OCR | full-page OCR
Completed,14,14,Idaho Golf Association,Island Park Village Golf Course Challenge,Island Park Village Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,0,0,0,corrected detail | corrected detail | corrected detail
Completed,14,15,Idaho Golf Association,Pleasant Valley Golf Course Challenge,Pleasant Valley Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,1,0,2,full-page OCR | corrected detail | full-page OCR
Completed,14,16,Georgia State Golf Association,Reunion Country Club Challenge,Brown's Run Country_Club Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,40,9,139,full-page OCR | visual review | full-page OCR
Completed,14,17,Idaho Golf Association,South/North 2023 Challenge,South/North 2023 Challenge,Idaho Golf Association,2026-06-01,2026-06-30,24,6,41,full-page OCR | corrected detail | full-page OCR
Completed,14,18,Idaho Golf Association,Scotch Pines Golf Course Challenge,Scotch Pines Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,43,25,156,full-page OCR | full-page OCR | full-page OCR
Completed,14,19,Florida State Golf Association,Bonaventure Country Club Challenge,Bonaventure Country Club Challenge,Florida State Golf Association,2026-05-15,2026-06-14,6,2,17,corrected detail | full-page OCR | full-page OCR
Completed,14,20,Montana State Golf Association,2026 GHIN Challenge @ Hamilton Golf Clu... |,2026 GHIN Challenge_@ Hamilton Golf Cl.,Montana State Golf Association,2026-05-01,2026-05-31,59,28,201,full-page OCR | full-page OCR | full-page OCR
Completed,14,21,Alabama Golf Association,Dothan Country Club Challenge,Dothan Country Club Challenge,Alabama Golf Association,2026-04-01,2026-05-31,63,46,410,full-page OCR | full-page OCR | full-page OCR
Completed,14,22,Greater Cincinnati Golf Association,East/South Challenge,East/South Challenge,Greater Cincinnati Golf Associa...,2026-05-01,2026-07-31,9,2,14,corrected detail | full-page OCR | full-page OCR
Completed,14,23,Southern California Golf Association,SCGA Summer Challenge'26,SCGA Summer Challenge '26),Southern California Golf Associ..,2026-06-01,2026-08-14,247,83,607,full-page OCR | full-page OCR | full-page OCR
Completed,14,24,Idaho Golf Association,93 Golf Ranch Challenge,93 Golf Ranch Challenge,Idaho Golf Association,2026-06-01,2026-06-30,27,16,112,full-page OCR | full-page OCR | full-page OCR
Completed,14,25,Idaho Golf Association,Indian Lakes Golf Course Challenge,Indian Lakes Golf Course Challenge,Idaho Golf Association,2026-06-01,2026-06-30,2,0,3,full-page OCR | corrected detail | row-context OCR
Completed,15,1,Montana State Golf Association,2026 GHIN Challenge @ Anaconda CC,2026 GHIN Challenge_@ Anaconda CC,Montana State Golf Association,2026-05-01,2026-05-31,23,8,42,full-page OCR | full-page OCR | full-page OCR
